WORDCOUNTS,WEIGHT
the,619
of,400
and,272
in,206
to,171
a,159
history,122
that,94
as,85
is,81
past,81
for,70
with,61
it,53
american,53
or,49
they,46
historians,46
from,45
their,41
not,41
future,40
was,39
new,39
are,36
on,35
have,34
more,33
by,32
historical,32
historian,31
be,29
s,28
his,26
this,25
has,24
york,24
its,24
but,24
some,23
these,23
our,23
other,22
social,22
between,22
at,21
all,20
would,20
one,19
an,19
he,19
may,19
present,19
which,19
so,19
been,19
time,18
what,18
years,18
among,18
i,17
about,17
world,17
toward,17
were,17
science,17
sciences,17
there,16
than,16
no,16
we,16
craft,15
had,14
well,14
students,14
intellectual,14
c,14
h,12
review,12
such,12
even,12
americans,12
two,12
do,12
profession,12
period,12
both,12
disciplines,12
most,11
also,11
united,11
over,11
student,10
out,10
academic,10
only,10
states,10
who,10
them,10
scientists,9
those,9
generation,9
wrote,9
still,9
see,9
attitudes,9
popular,9
vann,9
national,9
now,8
first,8
america,8
rather,8
study,8
literature,8
ed,8
status,8
woodward,8
art,8
association,8
if,7
large,7
into,7
boom,7
granted,7
old,7
however,7
own,7
community,7
percentage,7
took,7
can,7
henry,7
humanities,7
life,7
did,7
guild,7
philosophy,7
way,6
confidence,6
studies,6
j,6
friendly,6
last,6
far,6
without,6
societies,6
war,6
enjoyed,6
people,6
up,6
higham,6
times,6
many,6
john,6
contemporary,6
upon,6
increase,6
become,6
attitude,6
institutions,6
any,6
bloch,6
seem,6
number,6
quoted,6
theory,6
little,6
does,5
undergraduate,5
berlin,5
modern,5
committee,5
saying,5
century,5
back,5
special,5
too,5
w,5
problems,5
character,5
could,5
plumb,5
public,5
called,5
though,5
work,5
place,5
change,5
autonomy,5
f,5
matter,5
scientific,5
interpretation,5
us,5
same,5
others,5
l,5
longer,5
men,5
values,5
sartre,5
thomas,5
presidential,5
often,5
professional,5
analysis,5
arts,5
school,5
must,5
best,5
half,5
losses,5
living,5
william,5
according,5
writes,5
while,5
prestige,5
boston,5
through,5
much,5
recent,5
grants,5
concern,4
college,4
position,4
unlike,4
before,4
relativism,4
experience,4
philosophers,4
address,4
seems,4
political,4
discipline,4
sought,4
learned,4
human,4
quality,4
g,4
adams,4
critics,4
essential,4
patronage,4
progressive,4
romantic,4
intellectuals,4
eliot,4
nichols,4
already,4
r,4
relevance,4
et,4
published,4
esteem,4
quite,4
several,4
society,4
second,4
once,4
read,4
culture,4
artists,4
lewis,4
man,4
perhaps,4
sir,4
identity,4
isaiah,4
three,4
faith,4
dollars,4
sense,4
saw,4
relative,4
education,4
itself,4
each,4
current,4
very,4
growing,4
professors,4
indifference,4
reported,4
subject,4
jan,4
devoted,4
never,4
course,4
scholarship,4
era,4
currently,3
market,3
group,3
myth,3
essays,3
live,3
english,3
western,3
nineteenth,3
ii,3
vols,3
conyers,3
europe,3
great,3
survey,3
written,3
within,3
roy,3
condition,3
consciousness,3
richard,3
himself,3
against,3
optimism,3
exist,3
complained,3
million,3
thus,3
since,3
interest,3
relations,3
learning,3
turn,3
affectionate,3
six,3
young,3
wholly,3
pronounced,3
behave,3
authority,3
whose,3
how,3
certain,3
white,3
nor,3
university,3
just,3
beyond,3
plight,3
m,3
my,3
came,3
based,3
whom,3
conservative,3
strength,3
cultural,3
something,3
suffered,3
refuge,3
degrees,3
writers,3
claim,3
part,3
knowledge,3
esp,3
whole,3
camus,3
discussions,3
during,3
away,3
reflect,3
graduate,3
good,3
least,3
field,3
next,3
endowed,3
decline,3
progress,3
peculiar,3
am,3
outworn,3
will,3
critical,3
usable,3
letters,3
busk,3
july,3
artist,3
chap,3
thought,3
continuity,3
included,3
light,3
disjuncture,3
al,3
industrial,3
increasingly,3
fact,3
name,3
book,3
attacks,3
death,3
addition,3
areas,3
hand,3
ground,3
creature,3
validity,3
less,3
council,3
another,3
local,3
alliance,3
including,3
harvard,3
ibid,3
nightmare,3
language,3
held,3
david,3
pride,3
like,3
function,3
high,3
lv,3
james,3
sept,3
attention,3
hofstadter,3
tocqueville,3
independence,3
yale,3
methods,3
satisfaction,3
respect,3
then,3
thinking,3
theme,3
inferiority,3
jefferson,3
feelings,3
country,3
report,3
whether,3
terms,3
rising,3
foundations,3
almost,3
periodicals,3
marc,3
come,3
quest,3
smaller,3
off,3
increased,3
charles,3
assumed,3
themselves,3
thoreau,3
reached,3
irrelevant,3
substantial,3
majors,3
given,3
traditional,3
difficult,2
go,2
common,2
stuart,2
declared,2
concerned,2
sanctions,2
louis,2
emerson,2
fiction,2
mar,2
integrity,2
nostalgia,2
existentialism,2
word,2
hawthorne,2
schools,2
library,2
ways,2
cynical,2
former,2
total,2
aversion,2
exceptions,2
princeton,2
being,2
said,2
later,2
taken,2
restoration,2
waldo,2
colleges,2
nature,2
allan,2
tradition,2
leading,2
broken,2
confusion,2
admittedly,2
atlantic,2
generalizations,2
date,2
concepts,2
robert,2
reading,2
somewhat,2
daniel,2
case,2
side,2
purifying,2
morison,2
felt,2
authentic,2
daydream,2
bland,2
bell,2
laws,2
demanded,2
fate,2
assumes,2
de,2
characteristic,2
regarded,2
jr,2
encyclopedia,2
assured,2
kind,2
existentialists,2
adam,2
pretensions,2
keep,2
subjects,2
third,2
misleading,2
journal,2
disruptions,2
born,2
intuition,2
walls,2
higher,2
sixteen,2
nevins,2
felicity,2
autobiographies,2
reinhold,2
sort,2
explicit,2
hughes,2
process,2
laity,2
earlier,2
b,2
perkins,2
feel,2
moreover,2
jargon,2
fending,2
bad,2
wanted,2
thornton,2
postindustrial,2
branch,2
thirty,2
n,2
numbers,2
vitality,2
quarters,2
periodically,2
age,2
democratic,2
powerful,2
freed,2
storytelling,2
care,2
alexis,2
tyranny,2
