WORDCOUNTS,WEIGHT
the,734
of,463
and,318
to,299
a,275
in,254
was,157
his,130
wilberforce,108
that,105
for,99
as,99
had,90
he,80
yorkshire,78
s,74
with,70
on,64
election,62
lascelles,62
were,60
their,56
by,55
canvass,53
an,52
elections,46
who,46
at,43
county,43
i,38
from,38
not,37
but,36
duncombe,36
it,35
fitzwilliam,35
political,35
be,34
organization,33
friends,33
poll,33
association,33
one,32
would,32
candidates,31
they,30
more,30
before,28
fawkes,28
or,27
money,26
voters,26
could,26
is,26
have,26
candidate,25
william,25
this,24
when,23
reform,23
him,23
been,23
agents,23
bill,22
made,22
which,22
no,21
london,21
two,21
if,20
than,20
freeholders,19
other,19
york,19
because,19
only,19
there,18
canvassing,18
after,18
lord,18
gray,18
over,18
milton,17
opposition,17
contest,17
campaign,17
committee,16
rockingham,16
support,16
seat,16
large,15
pitt,15
votes,15
smith,15
so,15
them,15
contested,14
great,14
out,14
up,14
mss,14
life,14
gentry,14
all,13
robert,13
against,13
polling,13
though,13
wyvill,13
clothiers,13
might,12
worthington,12
government,12
papers,12
such,12
general,12
savile,12
commons,12
day,12
ibid,12
any,12
each,12
years,12
every,11
vols,11
without,11
its,11
these,11
victory,11
polls,11
iii,11
meeting,11
politics,10
west,10
himself,10
may,10
supporters,10
foljambe,10
ed,10
members,10
where,10
time,10
did,10
among,10
now,9
electoral,9
ii,9
since,9
influence,9
earl,9
house,9
however,9
vote,9
friend,9
uncontested,9
never,9
upon,9
men,9
manuscripts,9
withdrew,9
much,9
parliamentary,8
woodhouse,8
interest,8
decided,8
represented,8
four,8
most,8
opinion,8
opponents,8
fox,8
during,8
parliament,8
paid,8
make,8
yet,8
many,8
john,8
leeds,8
sir,8
local,8
carried,8
country,8
report,8
popular,8
through,8
between,8
should,8
go,7
struggle,7
later,7
needed,7
subscription,7
first,7
thus,7
century,7
pounds,7
year,7
own,7
riding,7
wentworth,7
letters,7
forward,7
soon,7
party,7
again,7
towns,7
less,7
engaged,7
clear,7
three,7
harewood,7
henry,7
attention,7
me,7
george,7
often,7
then,7
are,7
whether,7
cloth,7
formed,6
into,6
also,6
member,6
issue,6
side,6
hall,6
some,6
throughout,6
promised,6
strength,6
weddell,6
counties,6
public,6
expensive,6
well,6
having,6
issues,6
personal,6
small,6
brought,6
constituents,6
same,6
already,6
constituency,6
bethell,6
number,6
another,6
formal,6
open,6
spent,6
off,6
supported,6
refused,6
grenville,6
while,6
became,6
thousand,6
north,6
thorough,6
names,5
conducted,5
second,5
english,5
position,5
chief,5
canvassed,5
defeated,5
subscribed,5
give,5
namier,5
twenty,5
advantage,5
together,5
within,5
forced,5
nor,5
hull,5
compromise,5
whose,5
how,5
clearly,5
n,5
cost,5
came,5
nomination,5
part,5
showing,5
good,5
brougham,5
carry,5
oct,5
june,5
acts,5
will,5
under,5
diary,5
majority,5
turner,5
end,5
man,5
see,5
success,5
borough,5
encouraged,5
b,5
reputation,5
behind,5
we,5
ministry,5
itself,5
ever,5
few,5
down,5
returns,5
historical,5
threat,5
nominated,5
national,5
land,5
charles,5
little,5
strong,5
close,5
estate,4
opponent,4
ready,4
library,4
true,4
duke,4
history,4
long,4
hundred,4
help,4
stand,4
mr,4
speech,4
british,4
fortune,4
king,4
account,4
point,4
except,4
promises,4
tories,4
september,4
agent,4
expected,4
funds,4
six,4
even,4
opposed,4
town,4
