WORDCOUNTS,WEIGHT
the,300
of,208
and,134
to,107
in,97
a,64
that,54
is,49
history,46
be,43
as,42
not,39
it,33
i,33
he,32
for,32
with,29
what,29
time,28
his,26
which,26
they,24
by,24
barnes,24
but,23
historical,23
mr,23
has,23
or,22
their,21
have,20
this,19
would,19
so,19
are,18
at,17
all,17
men,17
was,16
on,16
space,15
s,15
historians,15
an,15
world,15
book,14
historiography,14
could,14
events,14
past,14
than,14
about,13
more,13
knowledge,13
were,13
from,12
true,12
times,12
should,12
if,11
fact,11
no,10
most,10
only,10
when,10
any,9
who,9
upon,9
think,9
find,9
little,9
we,9
been,8
thought,8
then,8
historian,8
political,8
too,8
being,8
do,8
them,8
some,8
writing,8
such,8
since,8
may,7
make,7
one,7
social,7
each,7
many,7
had,7
there,7
present,7
can,7
orthodox,7
even,7
much,7
study,6
us,6
human,6
intellectual,6
interested,6
great,6
far,6
historiographer,6
made,6
say,6
purpose,6
although,6
sense,6
after,6
am,6
does,5
me,5
science,5
still,5
contributions,5
reference,5
actually,5
histories,5
out,5
new,5
becker,5
works,5
literature,5
perhaps,5
books,5
gods,5
well,5
those,5
part,5
example,5
its,5
people,5
ideas,5
false,5
frame,5
like,5
major,5
because,5
will,4
things,4
rather,4
how,4
philosophy,4
distant,4
live,4
yet,4
happened,4
greeks,4
occurred,4
these,4
ever,4
carl,4
advance,4
gradual,4
doubt,4
never,4
places,4
day,4
information,4
writers,4
point,4
very,4
role,4
whole,4
said,4
phase,4
individuals,4
our,4
pattern,4
background,4
development,4
own,4
author,4
interest,4
period,4
him,4
few,4
occurring,4
relation,4
story,4
value,4
now,3
done,3
matter,3
concerned,3
scientific,3
later,3
economic,3
indeed,3
strictly,3
civilization,3
object,3
says,3
terms,3
iliad,3
cultivate,3
sound,3
modern,3
earliest,3
rightly,3
before,3
something,3
two,3
religious,3
opportunity,3
picture,3
problems,3
name,3
begin,3
interests,3
other,3
dominant,3
know,3
natural,3
view,3
available,3
sure,3
seem,3
current,3
freeman,3
particularly,3
researches,3
written,3
beliefs,3
mind,3
traits,3
cultural,3
war,3
within,3
accepted,3
whether,3
form,3
necessary,3
record,3
capacity,3
primarily,3
early,3
account,3
politics,3
w,3
thucydides,3
magnificent,3
discovery,3
level,3
range,3
content,3
predecessors,3
learned,3
epic,3
conditions,3
causal,3
good,3
regarded,3
course,3
least,3
nor,3
why,3
between,3
themselves,3
event,3
race,3
society,3
periods,2
indication,2
therefore,2
aspirations,2
mostly,2
wishes,2
adequate,2
minor,2
played,2
taken,2
names,2
main,2
happily,2
short,2
wrote,2
sort,2
truth,2
puzzles,2
bare,2
doctrine,2
becomes,2
e,2
means,2
sumerians,2
alone,2
whatever,2
above,2
timid,2
harry,2
heard,2
importance,2
certain,2
american,2
life,2
profoundly,2
use,2
absurd,2
factors,2
kings,2
ways,2
h,2
interpretation,2
irritated,2
indispensable,2
reason,2
understand,2
easily,2
read,2
whose,2
considered,2
university,2
detail,2
into,2
literary,2
small,2
believed,2
convinced,2
definition,2
without,2
must,2
simply,2
records,2
anything,2
known,2
bringing,2
sources,2
titles,2
long,2
creation,2
objectively,2
principle,2
greater,2
standards,2
my,2
able,2
whom,2
